"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf";"mediaLimSup";"stdOrig";"stdRed";"stdLimInf";"stdLimSup";"chi2_lower";"chi2_upper";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_Test";"T_p_valor";"Welch_Test";"Welch_p_valor";"F_Test";"F_p_valor";"Wilcoxon_Test";"Wilcoxon_p_valor"
"1813";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;269;1073,644;1067,4;1,96;30,521;1043,123;1104,165;348,202;345,284;327,875;371,236;562,789;438,998;-0,86;-0,868;-0,537;-0,549;10,74;0,033;1;0,164;0,87;0;0;0,996;0,95;24268;0,644
"1814";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;270;712,83;718,7;1,96;21,716;691,114;734,546;247,755;251,392;233,292;264,145;562,789;438,998;0,064;-0,029;-1,207;-1,29;13,357;0,047;0,999;-0,213;0,832;0;0;0,932;0,623;23783;0,442
"1815";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;271;2203,07;2196,954;1,96;30,697;2172,373;2233,767;350,218;353,24;329,773;373,385;562,789;438,998;0,585;0,526;-0,819;-0,819;16,254;0,03;1;0,158;0,875;0;0;0,888;0,42;24101,5;0,57
"1816";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;273;902,032;897,155;1,96;28,511;873,521;930,543;325,273;326,164;306,285;346,79;562,789;438,998;0,234;0,236;-1,218;-1,193;10,019;0,04;1;0,136;0,892;0;0;0,932;0,623;23673,5;0,402
"1817";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;275;12386,224;12382,461;1,96;222,324;12163,9;12608,548;2536,431;2545,618;2388,363;2704,22;562,789;438,998;-0,191;-0,213;-0,703;-0,693;48,061;0,026;1;0,013;0,989;0;0;0,9;0,47;23810,5;0,452
"1818";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;277;496,104;498,067;1,96;23,299;472,805;519,403;265,809;260,259;250,292;283,393;562,789;438,998;-0,112;-0,103;-1,339;-1,332;6,55;0,064;0,953;-0,068;0,946;0;0;0,961;0,769;23328,5;0,291
"1819";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;278;141,446;144,413;1,96;3,734;137,712;145,18;42,605;47,667;40,118;45,423;562,789;438,998;0,587;0,831;-0,603;0,12;4,462;0,069;0,915;-0,575;0,566;0;0;0,968;0,806;25900;0,57
"1820";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;279;1094,082;1093,703;1,96;12,562;1081,52;1106,644;143,316;147,488;134,95;152,797;562,789;438,998;0,213;0,108;-0,672;-0,813;9,267;0,062;0,964;0,023;0,981;0;0;0,933;0,63;25055;0,973
"1821";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;280;5,27;5,295;1,96;0,138;5,132;5,408;1,575;1,537;1,483;1,679;562,789;438,998;-0,456;-0,263;-0,336;0,044;0,104;0,012;1;-0,15;0,881;0;0;1,163;0,36;25435,5;0,777
"1822";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;281;105,542;105,717;1,96;0,58;104,962;106,122;6,619;7,034;6,232;7,057;562,789;438,998;0,202;0,329;-0,781;-0,666;0,431;0,036;1;-0,229;0,819;0;0;0,922;0,577;24427,5;0,717
"1823";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;283;68,584;65,497;1,96;3,798;64,786;72,382;43,331;42,225;40,802;46,198;562,789;438,998;0,856;0,945;-0,505;-0,384;3,227;0,054;0,991;0,662;0,509;0;0;0,905;0,495;24339;0,676
"1824";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;284;13,584;13,668;1,96;0,532;13,052;14,116;6,064;6,321;5,71;6,465;562,789;438,998;0,494;0,428;0,911;0,361;0,478;0,028;1;-0,121;0,904;0;0;0,864;0,322;26088,5;0,491
"1825";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;285;40346,562;40368,55;1,96;371,22;39975,342;40717,782;4235,139;4157,45;3987,907;4515,301;562,789;438,998;0,775;0,749;-0,473;-0,505;131,922;0,032;1;-0,048;0,962;0;0;0,975;0,841;25896;0,571
"1826";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;286;48,466;49,085;1,96;2,17;46,296;50,636;24,754;26,335;23,309;26,392;562,789;438,998;1,128;1,213;0,387;0,559;1,034;0,033;1;-0,216;0,83;0;0;1,048;0,793;25033,5;0,983
"1827";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;287;962,564;962,841;1,96;20,997;941,567;983,561;239,545;255,719;225,561;255,391;562,789;438,998;1,135;1,295;0,449;0,826;19,03;0,078;0,828;-0,01;0,992;0;0;0,987;0,906;25770,5;0,627
"1828";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;288;18180,57;18196,861;1,96;334;17846,57;18514,57;3810,51;3764,227;3588,065;4062,581;562,789;438,998;0,861;0,88;-0,446;-0,439;80,433;0,044;1;-0,039;0,969;0;0;0,912;0,528;23507,5;0,346
"1829";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;290;1269,496;1268,154;1,96;33,017;1236,479;1302,513;376,685;375,861;354,695;401,603;562,789;438,998;0,181;0,188;-1,423;-1,414;9,968;0,043;1;0,032;0,974;0;0;0,918;0,555;23753,5;0,431
"1830";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;291;1020,43;1014,968;1,96;23,005;997,425;1043,435;262,457;259,406;247,135;279,819;562,789;438,998;0,173;0,11;-1,572;-1,627;10,445;0,051;0,996;0,191;0,849;0;0;1,11;0,531;24950;0,975
"1831";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;294;260,006;259,61;1,96;4,032;255,974;264,038;45,998;46,103;43,313;49,041;562,789;438,998;-0,317;-0,284;-1,008;-1,062;1,528;0,042;1;0,078;0,938;0;0;0,926;0,594;24176;0,603
"1832";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;295;112,766;112,61;1,96;0,891;111,875;113,657;10,167;9,991;9,574;10,84;562,789;438,998;0,507;0,548;-0,669;-0,5;0,48;0,024;1;0,142;0,887;0;0;0,962;0,778;24830;0,915
"1833";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;296;58,188;57,47;1,96;0,968;57,22;59,156;11,04;9,939;10,395;11,77;562,789;438,998;1,575;1,477;2,411;2,073;1,009;0,056;0,988;0,644;0,52;0;0;1,137;0,438;24214;0,619
"1834";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;297;16,832;16,837;1,96;0,29;16,542;17,122;3,303;3,28;3,11;3,522;562,789;438,998;-0,154;-0,238;-1,009;-1,063;0,151;0,033;1;-0,013;0,99;0;0;1,041;0,826;24645;0,822
"1835";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;301;33,134;33,06;1,96;0,773;32,361;33,907;8,823;9,038;8,308;9,407;562,789;438,998;0,434;0,47;-0,498;-0,601;0,651;0,053;0,992;0,075;0,94;0;0;1,024;0,908;27032;0,199
"1836";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;320;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1837";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;121;91,426;91,137;1,96;2,014;89,412;93,44;22,98;22,378;21,639;24,5;562,789;438,998;1,593;1,438;3,846;3,511;1,161;0,032;1;0,117;0,907;0;0;0,945;0,688;23961;0,512
"1838";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;122;13,496;13,496;1,96;0,316;13,18;13,812;3,6;3,576;3,39;3,838;562,789;438,998;1,36;1,223;2,252;1,958;0,23;0,026;1;0;1;0;0;0,952;0,723;23866;0,47
"1839";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;123;145,294;143,15;1,96;7,346;137,948;152,64;83,809;82,756;78,916;89,353;562,789;438,998;0,555;0,58;-0,819;-0,84;3,395;0,027;1;0,235;0,815;0;0;0,895;0,449;23888;0,482
"1840";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;120;31,196;30,131;1,96;1,329;29,867;32,525;15,159;14,227;14,274;16,162;562,789;438,998;0,745;0,605;-0,621;-1,108;1,167;0,048;0,998;0,673;0,502;0;0;1,079;0,654;24395;0,702
"1841";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;125;72,574;71,842;1,96;2,49;70,084;75,064;28,403;28,757;26,745;30,282;562,789;438,998;0,594;0,71;0,053;0,236;2,407;0,057;0,983;0,232;0,817;0;0;0,892;0,435;24668;0,834
"1842";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;197;28,692;28,565;1,96;1,229;27,463;29,921;14,025;13,922;13,207;14,953;562,789;438,998;0,706;0,693;-0,446;-0,488;0,379;0,039;1;0,083;0,934;0;0;0,876;0,372;24087;0,563
"1843";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;198;35,53;35,504;1,96;0,555;34,975;36,085;6,327;6,662;5,957;6,745;562,789;438,998;0,746;0,737;-0,057;-0,265;0,5;0,034;1;0,036;0,971;0;0;1,058;0,747;25129,5;0,935
"1844";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;130;93,498;92,901;1,96;2,704;90,794;96,202;30,845;29,703;29,044;32,886;562,789;438,998;0,024;-0,031;-0,794;-0,663;1,727;0,033;1;0,181;0,856;0;0;1,017;0,942;25017,5;0,991
"1845";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;201;13,64;13,628;1,96;0,32;13,32;13,96;3,647;3,68;3,434;3,888;562,789;438,998;-0,034;-0,028;-0,706;-0,754;0,127;0,023;1;0,03;0,976;0;0;1,001;0,975;25303;0,848
"1846";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;129;234,808;233,047;1,96;6,608;228,2;241,416;75,39;72,043;70,989;80,377;562,789;438,998;-0,006;-0,088;-0,842;-0,74;4,466;0,044;1;0,22;0,826;0;0;1,02;0,929;24924,5;0,962
"1847";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;202;6,378;6,437;1,96;0,149;6,229;6,527;1,697;1,735;1,598;1,809;562,789;438,998;-0,148;-0,216;-0,699;-0,725;0,082;0,017;1;-0,311;0,757;0;0;0,999;0,965;24835;0,915
"1848";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;203;6,33;6,299;1,96;0,15;6,18;6,48;1,708;1,822;1,608;1,821;562,789;438,998;-0,145;-0,042;-0,659;-0,762;0,151;0,034;1;0,158;0,875;0;0;0,878;0,376;25745,5;0,632
"1849";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;37;449,882;447,524;1,96;9,337;440,545;459,219;106,522;108,267;100,304;113,568;562,789;438,998;0,138;0,163;-1,043;-0,969;4,616;0,038;1;0,198;0,843;0;0;0,961;0,771;25760;0,631
"1850";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;38;530,41;528,143;1,96;10,569;519,841;540,979;120,579;122,979;113,54;128,556;562,789;438,998;0,22;0,244;-0,926;-0,863;5,071;0,048;0,998;0,168;0,867;0;0;0,956;0,748;25861,5;0,586
"1851";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;39;682,668;680,388;1,96;12,699;669,969;695,367;144,875;147,987;136,417;154,458;562,789;438,998;0,345;0,357;-0,77;-0,726;6,024;0,058;0,981;0,141;0,888;0;0;0,956;0,746;25861;0,587
"1852";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;40;796,15;794,062;1,96;14,493;781,657;810,643;165,342;168,475;155,69;176,28;562,789;438,998;0,627;0,621;-0,215;-0,183;7,364;0,035;1;0,113;0,91;0;0;0,951;0,721;25482,5;0,761
"1853";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;42;840,81;838,816;1,96;15,412;825,398;856,222;175,827;178,958;165,563;187,458;562,789;438,998;0,727;0,715;-0,048;-0,02;8,227;0,041;1;0,102;0,919;0;0;0,951;0,719;25419;0,791
"1854";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;43;882,218;880,1;1,96;17,519;864,699;899,737;199,873;202,522;188,205;213,095;562,789;438,998;0,814;0,792;0,006;0,002;8,896;0,033;1;0,095;0,924;0;0;0,961;0,771;25335;0,833
"1855";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;45;8224,342;8203,05;1,96;179,156;8045,186;8403,498;2043,936;2039,211;1924,618;2179,146;562,789;438,998;-0,473;-0,483;-0,687;-0,656;47,213;0,041;1;0,095;0,925;0;0;0,926;0,593;24066,5;0,555
"1856";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;46;9413,738;9387,304;1,96;180,765;9232,973;9594,503;2062,292;2058,591;1941,902;2198,716;562,789;438,998;-0,548;-0,551;-0,577;-0,553;49,91;0,052;0,994;0,117;0,907;0;0;0,924;0,587;24039,5;0,544
"1857";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;66;13651,34;13612,789;1,96;183,043;13468,297;13834,383;2088,282;2090,878;1966,375;2226,425;562,789;438,998;-0,523;-0,502;-1,063;-1,083;63,733;0,041;1;0,168;0,867;0;0;0,974;0,837;24331,5;0,673
"1858";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;75;663,902;669,364;1,96;39,15;624,752;703,052;446,649;453,512;420,576;476,196;562,789;438,998;1,168;1,19;-0,076;-0,043;16,706;0,058;0,981;-0,11;0,913;0;0;1,038;0,837;24816;0,908
"1859";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;292;12755,7;12781,242;1,96;102,255;12653,445;12857,955;1166,602;1123,559;1098,5;1243,775;562,789;438,998;-0,832;-0,775;-0,646;-0,783;52,566;0,044;1;-0,205;0,838;0;0;1,034;0,855;23322;0,287
"1860";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;302;5424,864;5415,637;1,96;258,955;5165,909;5683,819;2954,343;2935,039;2781,878;3149,777;562,789;438,998;1,335;1,333;0,123;0,112;34,813;0,027;1;0,029;0,977;0;0;0,884;0,402;23528,5;0,347
"1861";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;318;74,098;73,888;1,96;1,784;72,314;75,882;20,355;20,798;19,166;21,701;562,789;438,998;0,436;0,459;-0,503;-0,601;1,379;0,051;0,995;0,092;0,927;0;0;1,023;0,913;27057;0,194
"1862";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;131;-146,7;-143,714;1,96;9,054;-155,754;-137,646;103,29;103,086;97,26;110,123;562,789;438,998;-0,754;-0,778;-0,787;-0,742;3,995;0,055;0,99;-0,263;0,793;0;0;0,89;0,428;26186;0,454
"1863";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;306;-116,75;-114,04;1,96;8,575;-125,325;-108,175;97,835;97,602;92,124;104,307;562,789;438,998;-0,825;-0,846;-0,675;-0,635;3,923;0,058;0,982;-0,252;0,801;0;0;0,885;0,406;26276;0,42
"1864";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;132;19,81;19,735;1,96;0,455;19,355;20,265;5,187;5,286;4,884;5,53;562,789;438,998;-0,062;-0,055;-0,663;-0,723;0,265;0,025;1;0,129;0,898;0;0;0,97;0,815;25496,5;0,753
"1865";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;21;281,412;277,913;1,96;9,689;271,723;291,101;110,539;110,591;104,086;117,852;562,789;438,998;0,633;0,651;-0,885;-0,849;4,347;0,033;1;0,288;0,774;0;0;0,891;0,43;23911,5;0,492
"1866";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;126;557,204;552,258;1,96;13,631;543,573;570,835;155,511;156,483;146,433;165,799;562,789;438,998;0,041;0,045;-1,061;-1,023;6,535;0,028;1;0,288;0,774;0;0;0,914;0,538;24014;0,533
"1867";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;299;885,4;875,874;1,96;27,633;857,767;913,033;315,252;312,612;296,848;336,106;562,789;438,998;0,335;0,347;-0,987;-0,926;14,247;0,035;1;0,277;0,783;0;0;0,927;0,598;24059,5;0,553
"1868";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;19;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;25000;NA
"1869";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;304;0,094;0,066;1,96;0,041;0,053;0,135;0,47;0,368;0,443;0,501;562,789;438,998;5,488;5,832;30,929;34,184;0,028;0,003;1;0,668;0,505;0;0;1,264;0,153;25150,5;0,792
"1870";"VazaoIncrementalMultidimensional/";"Arvore4";4;100;303;29,952;29,574;1,96;0,686;29,266;30,638;7,825;7,86;7,368;8,342;562,789;438,998;-0,355;-0,278;-1,015;-1,061;0,449;0,058;0,981;0,437;0,663;0;0;0,979;0,866;24901,5;0,951
"1871";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;1;141,792;139,782;1,96;4,178;137,614;145,97;47,66;46,871;44,878;50,813;562,789;438,998;-0,083;-0,073;-0,654;-0,619;3,323;0,05;1;0,286;0,776;0;0;1,063;0,822;11305,5;0,265
"1872";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;2;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;NA;NA;0;0;NA;NA;12500;NA
"1873";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;6;759,248;751,155;1,96;22,837;736,411;782,085;260,54;248,479;245,33;277,775;562,789;438,998;-0,666;-0,665;-0,648;-0,692;16,239;0,074;0,985;0,217;0,829;0;0;1,301;0,255;10789,5;0,11
"1874";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;7;163,89;164,267;1,96;8,293;155,597;172,183;94,614;94,756;89,091;100,873;562,789;438,998;0,981;1,013;-0,053;0,051;3,457;0,043;1;-0,027;0,979;0;0;0,873;0,477;11004;0,163
"1875";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;8;37,468;37,444;1,96;2,044;35,424;39,512;23,321;23,295;21,959;24,864;562,789;438,998;1,157;1,193;0,144;0,254;0,747;0,038;1;0,007;0,995;0;0;0,85;0,401;11070,5;0,182
"1876";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;9;15,144;15,22;1,96;1,009;14,135;16,153;11,506;11,328;10,835;12,268;562,789;438,998;1,305;1,364;0,232;0,379;0,595;0,052;1;-0,045;0,965;0;0;0,832;0,343;10979;0,155
"1877";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;10;43,586;43,641;1,96;2,535;41,051;46,121;28,916;28,92;27,228;30,828;562,789;438,998;1,238;1,288;0,224;0,359;1,103;0,036;1;-0,013;0,99;0;0;0,833;0,347;11100,5;0,191
"1878";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;11;98,15;98,484;1,96;4,936;93,214;103,086;56,312;56,827;53,025;60,037;562,789;438,998;1,019;1,073;0,104;0,244;2,639;0,049;1;-0,039;0,969;0;0;0,863;0,442;11017;0,166
"1879";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;12;219,484;218,615;1,96;9,002;210,482;228,486;102,703;102,379;96,708;109,497;562,789;438,998;0,706;0,785;-0,409;-0,297;4,236;0,063;0,998;0,057;0,955;0;0;0,926;0,67;11106;0,193
"1880";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;14;66,16;65,822;1,96;1,708;64,452;67,868;19,491;19,233;18,353;20,78;562,789;438,998;-0,36;-0,369;-0,982;-0,956;0,918;0,028;1;0,117;0,907;0;0;1,167;0,513;10767,5;0,106
"1881";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;15;42,084;41,922;1,96;1,086;40,998;43,17;12,386;12,136;11,663;13,205;562,789;438,998;-0,322;-0,291;-1,026;-0,986;0,685;0,051;1;0,089;0,929;0;0;1,16;0,531;10788,5;0,11
"1882";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;16;1,286;1,291;1,96;0,052;1,234;1,338;0,59;0,711;0,556;0,629;562,789;438,998;0,291;0,215;0,101;-0,101;0,108;0,041;1;-0,051;0,96;0;0;0,771;0,183;11113,5;0,134
"1883";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;17;709,634;708,906;1,96;25,386;684,248;735,02;289,62;294,298;272,713;308,778;562,789;438,998;0,118;0,185;-1,18;-1,084;10,497;0,055;1;0,017;0,987;0;0;1;0,953;10843,5;0,122
"1884";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;18;427,7;425,254;1,96;22,8;404,9;450,5;260,121;258,576;244,936;277,328;562,789;438,998;1,083;1,088;-0,31;-0,306;8,613;0,052;1;0,063;0,95;0;0;0,857;0,423;10864,5;0,127
"1885";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;22;84,504;84,874;1,96;3,436;81,068;87,94;39,199;39,339;36,91;41,792;562,789;438,998;-0,01;-0,034;-1,323;-1,294;0,909;0,042;1;-0,063;0,95;0;0;1,05;0,864;10817;0,116
"1886";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;23;27,878;27,534;1,96;1,025;26,853;28,903;11,692;11,658;11,009;12,465;562,789;438,998;-0,299;-0,287;-1,391;-1,362;0,517;0,041;1;0,197;0,844;0;0;1,136;0,595;11517;0,358
"1887";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;24;338,17;335,663;1,96;15,631;322,539;353,801;178,333;178,113;167,922;190,13;562,789;438,998;0,073;0,06;-1,615;-1,587;5,498;0,12;0,648;0,094;0,925;0;0;1,02;0,972;11135;0,203
"1888";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;25;425,738;419,606;1,96;16,835;408,903;442,573;192,067;185,932;180,855;204,772;562,789;438,998;0,443;0,465;-0,861;-0,855;11,039;0,05;1;0,22;0,827;0;0;0,99;0,915;10889,5;0,133
"1889";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;28;2,182;2,306;1,96;0,581;1,601;2,763;6,626;6,592;6,239;7,064;562,789;438,998;0,368;0,385;-0,748;-0,714;0,259;0,026;1;-0,125;0,901;0;0;0,827;0,328;11346;0,28
"1890";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;31;282,862;282,801;1,96;14,874;267,988;297,736;169,688;169,081;159,783;180,914;562,789;438,998;0,261;0,226;-1,494;-1,584;6,316;0,066;0,997;0,002;0,998;0;0;0,96;0,802;10924,5;0,142
"1891";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;32;67,204;67,288;1,96;2,874;64,33;70,078;32,784;33,03;30,87;34,952;562,789;438,998;0,01;0,027;-1,492;-1,455;0,936;0,029;1;-0,017;0,986;0;0;0,951;0,769;11193,5;0,223
"1892";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;33;1031,372;1027,798;1,96;35,389;995,983;1066,761;403,749;402,824;380,179;430,458;562,789;438,998;-0,023;0,003;-1,562;-1,546;12,158;0,039;1;0,059;0,953;0;0;1,02;0,971;10946;0,147
"1893";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;34;538,66;538,506;1,96;15,107;523,553;553,767;172,349;169,17;162,288;183,75;562,789;438,998;0,78;0,804;-0,849;-0,833;5,806;0,06;0,999;0,006;0,995;0;0;0,89;0,539;10857,5;0,125
"1894";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;47;454,182;467,265;1,96;9,151;445,031;463,333;104,402;107,465;98,307;111,308;562,789;438,998;0,342;0,413;-0,844;-0,608;13,73;0,07;0,993;-0,815;0,418;0;0;0,983;0,89;11908;0,581
"1895";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;48;11,29;11,515;1,96;0,713;10,577;12,003;8,134;8,161;7,659;8,672;562,789;438,998;2,295;2,111;4,349;3,083;0,617;0,051;1;-0,184;0,855;0;0;0,821;0,31;11758,5;0,486
"1896";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;49;259,694;263,138;1,96;15,063;244,631;274,757;171,847;171,017;161,815;183,215;562,789;438,998;2,137;1,905;3,851;2,524;13,44;0,053;1;-0,134;0,893;0;0;0,834;0,351;12063;0,684
"1897";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;50;204,864;206,317;1,96;5,242;199,622;210,106;59,805;64,332;56,314;63,761;562,789;438,998;0,394;0,486;-0,052;-0,059;4,432;0,044;1;-0,152;0,88;0;0;0,746;0,135;11966,5;0,619
"1898";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;51;14,296;14,391;1,96;0,345;13,951;14,641;3,936;4,266;3,706;4,196;562,789;438,998;1,251;1,349;1,084;1,039;0,343;0,037;1;-0,15;0,881;0;0;0,727;0,104;12170,5;0,757
"1899";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;52;32,546;32,666;1,96;0,776;31,77;33,322;8,857;9,692;8,34;9,443;562,789;438,998;0,9;0,968;0,826;0,684;0,904;0,067;0,996;-0,083;0,934;0;0;0,711;0,081;12288,5;0,844
"1900";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;57;348,744;342,866;1,96;8,187;340,557;356,931;93,405;85,21;87,952;99,584;562,789;438,998;0,812;0,654;0,205;-0,193;9,599;0,076;0,982;0,457;0,65;0;0;1,234;0,366;12324,5;0,87
"1901";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;61;567,694;562,279;1,96;34,91;532,784;602,604;398,276;393,265;375,026;424,623;562,789;438,998;1,689;1,775;1,728;2,078;20,118;0,051;1;0,092;0,927;0;0;0,774;0,19;12230;0,801
"1902";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;62;50,19;50,025;1,96;1,401;48,789;51,591;15,982;16,867;15,049;17,039;562,789;438,998;-0,583;-0,58;-0,244;-0,347;1,044;0,047;1;0,066;0,948;0;0;0,894;0,552;11523;0,362
"1903";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;63;126,83;126,777;1,96;2,415;124,415;129,245;27,547;29,52;25,938;29,369;562,789;438,998;-0,11;-0,049;0,051;0,141;3,019;0,069;0,994;0,012;0,99;0;0;0,831;0,341;11485;0,344
"1904";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;71;96,466;93,406;1,96;6,056;90,41;102,522;69,089;62,665;65,055;73,659;562,789;438,998;0,848;0,777;-0,302;-0,244;8,022;0,076;0,98;0,323;0,748;0;0;1,186;0,468;13300;0,456
"1905";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;72;4,824;4,665;1,96;0,233;4,591;5,057;2,655;2,666;2,5;2,831;562,789;438,998;0,783;0,674;-0,609;-0,663;0,386;0,093;0,898;0,399;0,692;0;0;1,003;0,963;14110;0,126
"1906";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;73;19,606;19,499;1,96;0,928;18,678;20,534;10,59;10,808;9,971;11,29;562,789;438,998;0,826;0,654;-0,572;-0,809;1,337;0,083;0,956;0,066;0,947;0;0;0,997;0,942;13803;0,223
"1907";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;74;723,396;706,686;1,96;47,406;675,99;770,802;540,838;535,542;509,265;576,615;562,789;438,998;1,19;1,248;-0,194;-0,1;24,702;0,097;0,87;0,208;0,836;0;0;1,061;0,825;13555;0,325
"1908";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;76;103,702;103,008;1,96;4,537;99,165;108,239;51,758;52,148;48,736;55,181;562,789;438,998;0,746;0,57;-0,559;-0,77;6,913;0,099;0,854;0,089;0,929;0;0;1,026;0,952;13777,5;0,233
"1909";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;77;89,698;90,192;1,96;6,328;83,37;96,026;72,194;67,102;67,979;76,97;562,789;438,998;1,013;1,115;-0,086;0,796;9,019;0,094;0,894;-0,049;0,961;0;0;1,22;0,393;12881;0,722
"1910";"VazaoIncrementalMultidimensional/";"Arvore4";3;50;78;35,586;35,572;1,96;2,4;33,186;37,986;27,381;25,349;25,782;29,192;562,789;438,998;1,196;1,352;0,343;1,389;3,006;0,142;0,429;0,004;0,997;0;0;1,25;0,336;12681,5;0,866
